City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
WINONA,MN,55987,WELLS FARGO BANK NATL ASSOC,SD,339999,1,1,0,1,1,1,Y,N,"$53,479.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
YORKVILLE,IL,60560,GRUNDY BANK,IL,532230,12,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$88,000.00 ",P I F
ST. LOUIS,MO,63125,"READYCAP LENDING, LLC",CA,722211,2,2,0,0,63010,1,N,N,"$317,000.00 ",$0.00 ,"$317,000.00 ","$237,750.00 ",P I F
LEWISVILLE,TX,75056,SOUTHWEST BANK,TX,713940,4,2,4,4,1,1,0,N,"$148,702.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",CHGOFF
SAN FRANCISCO,CA,94115,WELLS FARGO BANK NATL ASSOC,SD,812990,15,1,6,15,0,1,Y,N,"$40,150.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
NEWNAN,GA,30263,BANK OF AMERICA NATL ASSOC,NC,561730,6,1,1,6,0,1,Y,N,"$52,208.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
COWLEY,WY,82420,WELLS FARGO BANK NATL ASSOC,WY,234110,10,1,0,0,1,0,Y,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$106,250.00 ",P I F
WARREN,MI,48092,BANK OF AMERICA NATL ASSOC,NC,446110,9,1,0,9,37460,1,Y,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
Louisville,CO,80027,WELLS FARGO BANK NATL ASSOC,SD,541990,1,1,0,1,0,1,N,N,"$87,000.00 ",$0.00 ,"$87,000.00 ","$78,300.00 ",P I F
MEMPHIS,MO,63555,U.S. BANK NATIONAL ASSOCIATION,OH,492210,1,2,0,1,0,2,Y,N,"$45,494.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
BAILEYS HARBOR,WI,54202,BAYLAKE BANK,WI,0,4,1,0,0,1,0,N,N,"$496,900.00 ",$0.00 ,"$496,900.00 ","$372,675.00 ",P I F
FT. LAUDERDALE,FL,33305,BANESCO USA,FL,422940,2,2,0,0,1,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
GREENBELT,MD,20770,WELLS FARGO BANK NATL ASSOC,SD,541330,6,1,0,0,1,0,0,N,"$194,800.00 ",$0.00 ,"$194,800.00 ","$146,100.00 ",P I F
FAIR LAWN,NJ,7410,BANK OF AMERICA NATL ASSOC,NC,236115,2,2,0,2,1,1,Y,N,"$30,625.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
ERIE,PA,16501,"PNC BANK, NATIONAL ASSOCIATION",DE,722110,4,2,0,0,1,2,0,Y,"$38,250.00 ",$0.00 ,"$38,250.00 ","$32,512.00 ",CHGOFF
Dearborn,MI,48124,THE HUNTINGTON NATIONAL BANK,OH,484121,0,1,0,0,0,1,N,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
ALBANY,GA,31707,AMERIS BANK,GA,541330,3,2,0,0,1,0,N,Y,"$36,000.00 ",$0.00 ,"$36,000.00 ","$28,800.00 ",P I F
LEE'S SUMMIT,MO,64086,BANKLIBERTY,MO,453310,3,2,0,0,1,1,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",CHGOFF
MADISON,MS,39110,TRUSTMARK NATIONAL BANK,MS,561439,2,2,0,0,1,2,0,Y,"$61,000.00 ",$0.00 ,"$61,000.00 ","$51,850.00 ",P I F
WINFIELD,MO,63389,U.S. BANK NATIONAL ASSOCIATION,OH,424990,2,1,1,3,0,2,N,N,"$5,400.00 ",$0.00 ,"$5,400.00 ","$2,700.00 ",P I F
ROCKFORD,IL,61108,"PNC BANK, NATIONAL ASSOCIATION",IL,0,15,1,0,0,1,0,N,N,"$350,000.00 ",$0.00 ,"$400,000.00 ","$300,000.00 ",CHGOFF
BUFFALO,NY,14209,FIRST NIAGARA BANK NATL ASSOC,NY,445220,5,2,2,7,1,1,0,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
PHILADELPHIA,PA,19147,"READYCAP LENDING, LLC",CA,621210,4,1,0,4,1,1,0,N,"$305,000.00 ",$0.00 ,"$305,000.00 ","$228,750.00 ",P I F
EL PASO,TX,79901,BANK OF AMERICA NATL ASSOC,NC,611610,9,1,0,0,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
SANDPOINT,ID,83864,PANHANDLE STATE BANK,ID,451110,2,1,0,0,1,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
DES MOINES,IA,50314,U.S. BANK NATIONAL ASSOCIATION,OH,722110,6,2,0,6,0,1,N,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",CHGOFF
SEATTLE,WA,98115,UMPQUA BANK,WA,311812,13,1,0,0,1,1,0,Y,"$66,000.00 ",$0.00 ,"$66,000.00 ","$56,100.00 ",P I F
HEPHZIBAH,GA,30815,CSRA LOCAL DEVEL CORP,GA,0,10,2,10,0,1,0,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$150,000.00 ",P I F
PEORIA,IL,61602,HEARTLAND BK & TR CO,IL,621310,0,2,0,0,1,1,N,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$62,500.00 ",P I F
NORCO,CA,92860,FIRST BANK,CA,235940,65,1,0,65,1,1,0,N,"$432,700.00 ",$0.00 ,"$432,700.00 ","$324,525.00 ",P I F
TRINIDAD,CO,81082,BANK OF THE WEST,CO,0,4,1,0,0,1,0,N,N,"$285,000.00 ",$0.00 ,"$285,000.00 ","$236,550.00 ",P I F
DRYDEN,NY,13053,CAPITAL ONE NATL ASSOC,VA,812199,5,1,0,5,0,1,N,N,"$15,000.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",CHGOFF
Marianna,FL,32446,SUNTRUST BANK,GA,561730,5,1,0,0,0,2,Y,N,"$56,308.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
OREM,UT,84058,BANK OF THE WEST,UT,0,4,1,0,0,1,0,N,N,"$360,000.00 ",$0.00 ,"$360,000.00 ","$270,000.00 ",P I F
SHARON SPRINGS,KS,67758,THE FIRST STATE BANK OF HEALY,KS,454312,2,1,0,0,1,2,N,N,"$179,000.00 ",$0.00 ,"$179,000.00 ","$134,250.00 ",P I F
EAST PRAIRIE,MO,63845,REGIONS BANK,MO,0,3,2,0,0,1,0,N,N,"$71,300.00 ",$0.00 ,"$71,300.00 ","$62,744.00 ",P I F
DALLAS,TX,75247,AMERICAN BANK OF TEXAS,TX,422460,25,1,0,0,1,0,N,N,"$621,100.00 ",$0.00 ,"$621,100.00 ","$465,825.00 ",P I F
SAN ANTONIO,TX,78213,JPMORGAN CHASE BANK NATL ASSOC,IL,541618,2,1,2,2,0,1,Y,N,"$47,891.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
Siloam springs,AR,72761,SIMMONS FIRST NATIONAL BANK,AR,484121,1,1,0,1,0,2,N,,"$12,000.00 ",$0.00 ,"$12,000.00 ","$10,800.00 ",P I F
DALLAS,TX,75230,BANK OF AMERICA NATL ASSOC,NC,812113,8,2,0,8,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
NEW YORK,NY,10018,"CITIBANK, N.A.",NY,561510,3,2,0,3,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
NEW YORK,NY,10001,BANK OF AMERICA NATL ASSOC,RI,453220,2,1,0,2,1,1,Y,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
BAYONNE,NJ,7002,BANK OF AMERICA NATL ASSOC,NC,448310,3,1,1,3,0,1,N,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",CHGOFF
LONG BEACH,CA,90813,COMERICA BANK,TX,0,14,1,2,14,1,1,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
OMAHA,NE,68137,FIRST STATE BANK,NE,423730,10,1,0,10,1,1,Y,N,"$714,929.00 ",$0.00 ,"$250,000.00 ","$125,000.00 ",P I F
ROCHESTER,NY,14623,CITIZENS BANK NATL ASSOC,RI,451110,2,1,0,2,0,1,N,N,$508.00 ,$0.00 ,"$1,000.00 ",$500.00 ,
BROOMFIELD,CO,80020,CONTINENTAL BANK,UT,322232,22,1,2,20,1,1,0,N,"$260,000.00 ",$0.00 ,"$260,000.00 ","$195,000.00 ",P I F
OKLAHOMA CITY,OK,73120,BANK OF AMERICA NATL ASSOC,NC,448210,10,1,0,0,1,0,N,N,"$134,450.00 ",$0.00 ,"$135,000.00 ","$101,250.00 ",P I F
KANEOHE (CENSUS NAME FOR MOKAP,HI,96744,BBCN BANK,CA,448130,1,1,0,1,1,1,0,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$8,500.00 ",P I F
JACKSONVILLE,FL,32256,CAPITAL ONE NATL ASSOC,VA,541611,9,1,1,9,1,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
MISSOUL,MT,59801,U.S. BANK NATIONAL ASSOCIATION,MT,0,12,1,0,0,1,0,N,N,"$210,000.00 ",$0.00 ,"$210,000.00 ","$157,500.00 ",P I F
MITCHELL,SD,57301,FIRST NATIONAL BANK OF OMAHA,SD,454110,3,2,0,0,73000,0,N,N,"$83,000.00 ",$0.00 ,"$83,000.00 ","$74,700.00 ",P I F
Loganville,GA,30052,WELLS FARGO BANK NATL ASSOC,SD,238990,6,2,0,6,1,2,Y,N,"$400,000.00 ",$0.00 ,"$250,000.00 ","$125,000.00 ",P I F
JACKSONVILLE,FL,32244,BANK OF AMERICA NATL ASSOC,NC,611610,1,2,1,1,1,1,0,N,"$15,000.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",P I F
SONORA,TX,76950,1ST NATL BK OF SONORA,TX,213112,47,1,0,0,1,0,N,N,"$276,295.00 ",$0.00 ,"$300,000.00 ","$250,500.00 ",P I F
LAS VEGAS,NV,89120,SOUTHERN NEVADA CERT. DEVEL CO,NV,0,1,2,17,0,1,0,N,N,"$583,000.00 ",$0.00 ,"$583,000.00 ","$583,000.00 ",P I F
DANVERS (TOWN OF),MA,1923,CITIZENS BANK NATL ASSOC,RI,562111,6,1,0,6,1,1,Y,N,"$64,919.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",CHGOFF
OAKLAND,CA,94621,HERITAGE BANK OF COMMERCE,CA,721110,2,1,0,2,1,1,0,N,"$350,000.00 ",$0.00 ,"$350,000.00 ","$262,500.00 ",P I F
Santa Fe Springs,CA,90670,BBCN BANK,CA,336399,10,1,0,10,0,1,N,N,"$1,370,000.00 ",$0.00 ,"$1,370,000.00 ","$1,027,500.00 ",CHGOFF
MEMPHIS,TN,38118,BANKTENNESSEE,TN,0,14,1,0,0,1,0,N,N,"$160,000.00 ",$0.00 ,"$160,000.00 ","$120,000.00 ",P I F
VERONA,VA,24482,BANK OF AMERICA NATL ASSOC,NC,423710,1,1,0,1,52000,2,Y,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
CONCORD,OH,44060,CAPITAL ONE NATL ASSOC,VA,236118,3,1,0,3,1,2,N,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
TUCSON,AZ,85719,WELLS FARGO BANK NATL ASSOC,SD,0,8000,1,0,0,1,0,N,N,"$205,000.00 ",$0.00 ,"$205,000.00 ","$153,750.00 ",P I F
SANTA ANA,CA,92704,BANK OF AMERICA NATL ASSOC,NC,321991,15,1,0,15,1,1,Y,N,"$431,357.00 ",$0.00 ,"$225,000.00 ","$112,500.00 ",P I F
ENGLEWOOD,CO,80111,WELLS FARGO BANK NATL ASSOC,SD,0,150,1,0,0,1,0,N,N,"$956,000.00 ",$0.00 ,"$956,000.00 ","$717,000.00 ",P I F
WOODBRIDGE,VA,22191,BBCN BANK,CA,722110,2,1,0,0,1,2,N,N,"$337,500.00 ",$0.00 ,"$337,500.00 ","$253,125.00 ",P I F
ROYAL PALM BEACH,FL,33411,"READYCAP LENDING, LLC",CA,812320,20,1,0,20,1,1,0,N,"$465,000.00 ",$0.00 ,"$465,000.00 ","$348,750.00 ",P I F
MERIDIAN,ID,83642,U.S. BANK NATIONAL ASSOCIATION,OH,0,4,1,0,0,1,0,N,N,"$170,000.00 ",$0.00 ,"$170,000.00 ","$144,500.00 ",P I F
OGDEN,UT,84401,ZIONS FIRST NATIONAL BANK,UT,541110,1,2,1,1,0,2,Y,N,"$18,998.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",P I F
UNIONTOWN,PA,15401,"PNC BANK, NATIONAL ASSOCIATION",DE,488999,1,1,0,1,1,1,Y,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
GRAND HAVEN,MI,49417,MACATAWA BANK,MI,722320,5,2,3,5,1,1,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$75,000.00 ",P I F
BALTIMORE,MD,21218,BBCN BANK,CA,451211,1,2,2,0,0,1,N,N,"$15,000.00 ",$0.00 ,"$15,000.00 ","$12,750.00 ",CHGOFF
ELYRIA,OH,44035,"FIRSTMERIT BANK, N.A.",OH,811111,3,1,0,0,1,0,N,N,"$90,500.00 ",$0.00 ,"$90,500.00 ","$72,400.00 ",P I F
LA HABRA,CA,90631,CTBC BANK CORP. (USA).,CA,0,9,1,0,0,1,0,N,N,"$283,500.00 ",$0.00 ,"$283,500.00 ","$212,625.00 ",P I F
LEAVENWORTH,WA,98826,CASHMERE VALLEY BANK,WA,448310,18,1,0,0,1,0,N,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
Aurora,IL,60502,"PNC BANK, NATIONAL ASSOCIATION",DE,811490,8,2,0,8,0,1,Y,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
LAKEWOOD,NJ,8701,BANK OF AMERICA NATL ASSOC,NC,488991,120,1,0,0,1,0,N,N,"$550,000.00 ",$0.00 ,"$550,000.00 ","$440,000.00 ",P I F
CHAMPAIGN,IL,61802,FIRST MID-ILLINOIS BK & TRUST,IL,621310,2,2,2,2,1,1,0,N,"$75,600.00 ",$0.00 ,"$75,600.00 ","$37,800.00 ",P I F
SAN DIEGO,CA,92103,FIRST-CITIZENS BK & TR CO,NC,812112,1,1,0,1,1,1,0,N,"$1,678,400.00 ",$0.00 ,"$1,678,400.00 ","$965,080.00 ",P I F
CHARLESTON,OR,97420,BANK OF AMERICA NATL ASSOC,OR,0,4,1,0,0,1,2,N,N,"$18,000.00 ",$0.00 ,"$18,000.00 ","$16,200.00 ",P I F
FLUSHING,NY,11354,BNB HANA BANK NATL ASSOC,NJ,532230,7,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
LONGMONT,CO,80501,CALIFORNIA BANK & TRUST,CA,337215,10,1,2,10,1,1,Y,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",CHGOFF
MURRAY,UT,84107,WELLS FARGO BANK NATL ASSOC,CA,421110,2,1,0,2,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
SPRINGFIELD,MO,65804,EMPIRE BANK,MO,448310,6,1,0,0,1,0,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$150,000.00 ",P I F
CUYAHOGA HEIGHTS,OH,44223,KEYBANK NATIONAL ASSOCIATION,OH,0,1,2,0,0,1,1,0,N,"$57,000.00 ",$0.00 ,"$57,000.00 ","$28,500.00 ",CHGOFF
LOS ANGELES,CA,90013,CALIFORNIA BANK & TRUST,CA,423940,3,1,1,1,0,1,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",CHGOFF
GRAND BAY,AL,36541,AMERIS BANK,AL,444130,6,1,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
DENVER,CO,80203,"COLORADO LENDING SOURCE, LTD.",CO,541310,7,1,3,0,1,1,0,N,"$432,000.00 ",$0.00 ,"$433,000.00 ","$433,000.00 ",P I F
SEATTLE,WA,98133,BANK OF AMERICA NATL ASSOC,NC,0,19,1,0,0,1,0,N,N,"$550,000.00 ",$0.00 ,"$550,000.00 ","$440,000.00 ",P I F
NACOGDOCHES,TX,75961,SOUTHWEST BANK,TX,722211,2,2,10,2,68020,1,0,N,"$175,000.00 ",$0.00 ,"$175,000.00 ","$131,250.00 ",P I F
JACKSONVILLE,FL,32216,JPMORGAN CHASE BANK NATL ASSOC,NV,0,6,1,6,6,1,1,0,N,"$530,000.00 ",$0.00 ,"$530,000.00 ","$397,500.00 ",P I F
ALTOONA,PA,16602,FIRST COMMONWEALTH BANK,PA,722410,22,2,0,0,1,0,N,N,"$165,000.00 ",$0.00 ,"$220,000.00 ","$165,000.00 ",P I F
FARMINGDALE,NY,11735,EMPIRE ST. CERT. DEVEL CORP,NY,0,15,1,11,4,1,0,N,N,"$230,000.00 ",$0.00 ,"$230,000.00 ","$230,000.00 ",P I F
NORTH PLATTE,NE,69101,WELLS FARGO BANK NATL ASSOC,NE,811112,1,1,0,0,1,0,N,N,"$230,000.00 ",$0.00 ,"$230,000.00 ","$172,500.00 ",P I F
PETALUMA,CA,94952,MORTGAGE CAP. DEVEL CORP,CA,0,52,1,15,37,1,0,N,N,"$910,000.00 ",$0.00 ,"$910,000.00 ","$910,000.00 ",P I F
CROSS LANES,WV,25356,BRANCH BK. & TR CO,WV,451110,1,2,0,0,1,1,0,Y,"$55,000.00 ",$0.00 ,"$55,000.00 ","$44,000.00 ",P I F
WARDENSVILLE,WV,26851,CAPON VALLEY BANK,WV,337110,26,1,0,0,1,0,N,N,"$450,000.00 ",$0.00 ,"$450,000.00 ","$337,500.00 ",P I F
EAST PROVIDENCE,RI,2914,WEBSTER BANK NATL ASSOC,RI,235310,6,1,0,0,1,1,0,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
RALEIGH,NC,27615,YADKIN BANK,NC,335129,3,1,0,0,1,1,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
NARRAGANSETT,RI,2882,SANTANDER BANK NATL ASSOC,DE,812112,1,1,3,0,0,1,T,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
Morrow,OH,45152,"PNC BANK, NATIONAL ASSOCIATION",DE,236118,2,2,2,2,0,2,Y,N,"$382,500.00 ",$0.00 ,"$125,000.00 ","$62,500.00 ",P I F
CLATSKANIE,OR,97016,U.S. BANK NATIONAL ASSOCIATION,OH,722213,3,2,0,3,0,2,Y,N,"$68,864.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
OAK RIDGE,TN,37830,FIRST TENNESSEE BANK NATL ASSO,TN,0,13,1,0,0,78760,2,0,Y,"$60,000.00 ",$0.00 ,"$60,000.00 ","$48,000.00 ",P I F
DRUMMOND,MT,59832,PEOPLES BANK OF DEER LODGE,MT,0,2,1,0,0,1,0,N,Y,"$42,000.00 ",$0.00 ,"$42,000.00 ","$37,800.00 ",P I F
LOS ANGELES,CA,90049,CITIBANK INTERNATIONAL,CA,0,13,1,0,0,1,0,0,N,"$250,000.00 ",$0.00 ,"$250,000.00 ","$175,000.00 ",P I F
ACWORTH,GA,30101,"READYCAP LENDING, LLC",CA,624410,17,1,0,17,1,1,0,N,"$1,248,300.00 ",$0.00 ,"$1,248,300.00 ","$936,225.00 ",P I F
NAMPA,ID,83687,JPMORGAN CHASE BANK NATL ASSOC,IL,237310,4,1,0,4,1,1,Y,N,"$99,951.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
EL PASO,TX,79925,BANK OF AMERICA NATL ASSOC,TX,541330,49,1,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$37,500.00 ",P I F
SHAWNEE,KS,66226,BMO HARRIS BK NATL ASSOC,IL,812112,8,2,0,0,1,1,N,N,"$140,574.00 ",$0.00 ,"$210,000.00 ","$157,500.00 ",P I F
BREMERTON,WA,98337,WELLS FARGO BANK NATL ASSOC,WA,0,4,1,0,0,1,0,N,Y,"$35,000.00 ",$0.00 ,"$35,000.00 ","$28,000.00 ",P I F
Cincinnati,OH,45208,THE HUNTINGTON NATIONAL BANK,OH,541511,0,1,0,0,0,1,N,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
PORTLAND,OR,97201,WELLS FARGO BANK NATL ASSOC,SD,0,4,1,0,0,1,0,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$160,000.00 ",P I F
MIDLAND,TX,79701,WELLS FARGO BANK NATL ASSOC,TX,0,40,1,0,0,1,0,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$162,000.00 ",P I F
COLDSPRING,TX,77331,EAST TEXAS REGIONAL DEVEL COMP,TX,721211,1,2,3,0,1,2,0,N,"$202,000.00 ",$0.00 ,"$202,000.00 ","$202,000.00 ",P I F
MINNEAPOLIS,MN,55401,ASSOCIATED BANK NATL ASSOC,MN,332321,2,1,2,2,1,1,0,N,"$135,000.00 ",$0.00 ,"$135,000.00 ","$101,250.00 ",P I F
BATON ROUGE,LA,70816,WHITNEY BANK,MS,448310,4,2,0,0,1,1,0,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
NEPHI,UT,84648,MOUNTAIN AMERICA FCU,UT,722211,10,2,10,10,0,2,N,N,"$14,900.00 ",$0.00 ,"$14,900.00 ","$7,450.00 ",P I F
SAN DIEGO,CA,92108,BANK OF AMERICA NATL ASSOC,NC,813920,3,1,0,3,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
JACKSONVILLE,NC,28546,BANK OF AMERICA NATL ASSOC,NC,812113,8,1,0,8,1,1,N,N,"$80,989.00 ",$0.00 ,"$17,000.00 ","$8,500.00 ",CHGOFF
RAPID CITY,SD,57701,GREAT WESTERN BANK,SD,722110,6,1,0,0,1,1,0,Y,"$60,000.00 ",$0.00 ,"$60,000.00 ","$51,000.00 ",P I F
LAFAYETTE,LA,70506,GULF COAST BANK,LA,0,4,1,0,0,1,0,N,Y,"$30,000.00 ",$0.00 ,"$30,000.00 ","$27,000.00 ",P I F
NORTHRIDGE,CA,91325,"CITIBANK, N.A.",SD,422690,9,1,0,0,1,0,N,N,"$179,000.00 ",$0.00 ,"$179,000.00 ","$134,250.00 ",P I F
EL CAJON,CA,92020,BANK OF AMERICA NATL ASSOC,NC,424490,2,1,0,2,1,1,Y,N,"$99,000.00 ",$0.00 ,"$99,000.00 ","$49,500.00 ",P I F
CORONA,CA,92882,BANK OF AMERICA NATL ASSOC,NC,442210,4,1,0,4,1,1,Y,N,"$28,686.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
GROVE CITY,PA,16127,"PNC BANK, NATIONAL ASSOCIATION",DE,811191,5,2,5,0,1,1,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
YORK,PA,17402,MANUFACTURERS & TRADERS TR CO,NY,722110,6,1,2,8,1,1,0,N,"$180,000.00 ",$0.00 ,"$180,000.00 ","$135,000.00 ",P I F
SANTA CRUZ,CA,95060,LIGHTHOUSE BANK,CA,444220,1,2,0,1,0,1,N,N,"$425,000.00 ",$0.00 ,"$425,000.00 ","$382,500.00 ",P I F
NEW ORLEANS,LA,70115,TRANSAMERICA SMALL BUS. CAPITA,SC,0,60,2,0,0,1,0,0,N,"$1,400,000.00 ",$0.00 ,"$1,400,000.00 ","$749,980.00 ",P I F
CLIFTON PARK,NY,12065,FIRST NIAGARA BANK NATL ASSOC,NY,541511,4,1,0,0,1,1,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$150,000.00 ",P I F
Los angeles,CA,90036,SOUTHLAND ECONOMIC DEVEL CORP,CA,315233,25,1,7,0,0,1,N,N,"$666,000.00 ",$0.00 ,"$666,000.00 ","$666,000.00 ",P I F
HUNTINGTON BEACH,CA,92647,"SUPERIOR FINANCIAL GROUP, LLC",CA,339950,2,2,1,2,0,1,N,N,"$15,000.00 ",$0.00 ,"$15,000.00 ","$12,750.00 ",P I F
HORSEHEADS,NY,14845,HSBC BK USA NATL ASSOC,VA,722211,11,2,0,0,1,1,N,N,"$220,000.00 ",$0.00 ,"$220,000.00 ","$165,000.00 ",P I F
PACIFICA,CA,94044,CITY NATIONAL BANK,CA,0,3,1,0,0,1,0,N,N,"$59,200.00 ",$0.00 ,"$59,200.00 ","$47,834.00 ",P I F
ANKENY,IA,50023,GREAT WESTERN BANK,SD,722213,13,1,1,13,21780,1,0,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$93,750.00 ",P I F
SEATTLE,WA,98122,COMM. BK OF WASHINGTON NATL A,WA,0,14,1,0,0,1,0,N,N,"$832,500.00 ",$0.00 ,"$832,500.00 ","$707,625.00 ",P I F
NEENAH,WI,54956,COMMUNITY FIRST CU,WI,624410,6,2,0,0,1,2,0,Y,"$40,000.00 ",$0.00 ,"$40,000.00 ","$34,000.00 ",P I F
SAN DIEGO,CA,92116,BANK OF AMERICA NATL ASSOC,NC,561720,2,1,0,0,1,1,Y,N,"$8,522.00 ",$0.00 ,"$8,500.00 ","$4,250.00 ",CHGOFF
PLYMOUTH,MN,55441,ASSOCIATED BANK NATL ASSOC,MN,0,3,2,0,0,1,0,0,N,"$62,900.00 ",$0.00 ,"$80,000.00 ","$64,000.00 ",P I F
SEATTLE,WA,98116,BANK OF AMERICA NATL ASSOC,NC,561990,2,2,0,2,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
GREENBELT,MD,20770,"BUSINESS LENDERS, LLC",CT,0,3,2,0,0,1,0,0,Y,"$45,000.00 ",$0.00 ,"$45,000.00 ","$36,000.00 ",CHGOFF
MEMPHIS,TN,38119,FIRST TENNESSEE BANK NATL ASSO,TN,0,3,2,0,0,1,0,N,N,"$190,000.00 ",$0.00 ,"$190,000.00 ","$142,500.00 ",P I F
LITTLE CHUTE,WI,54140,ASSOCIATED BANK NATL ASSOC,WI,235110,1,2,0,1,1,1,0,N,"$20,800.00 ",$0.00 ,"$20,800.00 ","$10,400.00 ",P I F
Huber Heights,OH,45424,FIFTH THIRD BANK,OH,441310,20,1,22,22,0,1,Y,N,"$528,257.00 ",$0.00 ,"$250,000.00 ","$125,000.00 ",P I F
Lexington,KY,40515,"PNC BANK, NATIONAL ASSOCIATION",KY,524210,1,1,0,1,1,1,Y,N,"$15,940.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",P I F
NORTH FORT MYERS,FL,33917,INDEPENDENT DEVEL SERVICES COR,FL,333923,45,1,11,0,1,1,0,N,"$520,000.00 ",$0.00 ,"$520,000.00 ","$520,000.00 ",P I F
WOODLAND HILLS,CA,91364,WELLS FARGO BANK NATL ASSOC,SD,0,9,1,0,0,1,0,0,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
SAN FRANCISCO,CA,94110,MUFG UNION BANK NATL ASSOC,CA,0,8,1,0,0,1,0,N,N,"$461,000.00 ",$0.00 ,"$461,000.00 ","$345,750.00 ",P I F
